1156,561
1160,551
1166,533
1172,505
1175,474
1165,438
1133,421
1082,418
1049,433
1020,487
1007,563
1004,642
1000,709
966,792
938,827
905,848
851,863
781,863
730,842
694,812
669,767
656,704
655,674
665,657
672,652
694,642
710,640
736,640
789,649
828,653
860,654
896,652
939,642
1004,631
1099,628
1322,707
1793,891
2083,1003
2192,1044
2319,1081
2426,1093
2487,1094
2476,1084
2463,1077
2460,1076
2459,1076
2435,1076
2430,1075
2430,1075
2430,1075
2430,1075
2430,1075
2430,1075
2430,1075
2430,1075
2430,1075
2399,1058
1827,812
1147,586
947,539
933,552
922,578
905,584
884,584
878,583
874,583
842,577
842,577
842,577
842,577
848,574
870,572
880,575
882,577
882,577
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
882,578
919,740
864,709
828,680
781,608
763,563
759,548
747,564
722,648
763,734
858,796
979,822
1086,825
1135,824
1217,802
1423,744
1761,730
2138,783
2324,872
2391,937
2306,923
1888,957
1471,1217
1477,1215
1574,1160
1574,1160
1533,1163
1519,1160
1501,1155
1263,1174
1079,1181
1064,1131
1028,978
1028,974
1028,974
1028,974
1028,968
1028,968
1028,967
1028,967
1028,967
1028,967
1028,966
1028,965
1029,964
1030,963
1030,963
1031,962
1031,962
1032,961
1032,961
1033,961
1034,960
1034,960
1035,960
1035,959
1035,959
1035,959
1035,959
1036,958
1038,958
1038,958
1039,957
1041,957
1044,956
1056,955
1299,964
2030,1006
2182,1005
2241,994
2278,988
2278,988
2179,976
1698,1156
1573,1274
1573,1276
1573,1276
1573,1276
1575,1275
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1578,1274
1176,772
1176,771
1176,770
1176,753
1170,735
1148,714
1130,712
1097,721
1023,752
969,803
933,861
914,904
914,913
921,918
934,923
949,919
979,899
982,897
982,897
980,906
969,939
964,951
964,952
964,952
964,952
964,953
967,956
1011,959
1257,970
1917,946
2178,958
2311,991
2416,1030
2434,1049
2439,1058
2439,1061
2435,1065
2435,1065
2434,1065
2434,1065
2434,1065
2146,1132
1756,1243
1756,1243
1756,1243
1756,1243
1756,1243
1756,1243
1756,1243
1756,1243
1756,1243
1750,1243
1696,1237
1631,1230
1628,1229
1628,1229
915,1001
923,994
930,984
932,976
933,965
934,961
935,959
919,1013
885,1105
876,1124
874,1129
874,1130
874,1130
874,1130
874,1130
874,1128
874,1127
874,1127
874,1127
871,1136
861,1182
857,1219
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1222
857,1202
856,995
853,854
858,804
864,775
871,759
873,757
877,773
792,1275
752,1353
752,1354
752,1354
752,1352
753,1345
757,1329
758,1326
758,1326
758,1326
757,1331
761,1315
872,1025
903,853
918,799
918,799
918,799
918,799
918,799
955,781
1339,698
1463,633
1557,566
1822,513
1976,509
1977,509
1977,511
1977,511
1977,511
1977,511
1977,511
1977,511
1977,511
1939,524
1852,568
1674,663
1453,763
1301,818
1186,848
1051,868
978,882
934,891
933,892
933,892
930,892
926,892
921,892
901,893
844,888
738,873
646,867
589,870
507,876
465,880
465,880
465,880
465,880
465,880
465,880
465,880
465,880
465,880
465,880
465,880
465,880
464,822
465,780
473,724
480,676
484,628
483,573
480,497
471,440
456,381
447,325
443,302
443,297
443,296
468,301
613,317
761,318
885,317
995,319
1092,320
1173,320
1230,319
1296,315
1388,309
1506,304
1587,300
1686,292
1749,290
1803,288
1820,294
1838,377
1846,468
1847,528
1848,557
1850,627
1844,712
1832,775
1825,809
1818,846
1814,860
1812,868
1795,884
1705,916
1566,936
1407,940
1237,948
1057,952
895,953
752,945
644,932
541,923
456,917
377,912
330,907
325,907
341,907
448,913
595,916
737,918
806,919
893,919
992,919
1076,916
1168,916
1255,916
1342,915
1411,913
1466,911
1522,906
1586,902
1650,895
1678,890
1705,881
1729,875
1731,874
1731,874
1717,874
1675,873
1634,877
1585,879
1478,883
1353,877
1100,870
933,869
765,875
575,893
490,899
463,902
400,903
322,902
272,894
255,890
255,890
255,890
255,890
251,890
239,889
238,889
238,889
238,888
245,885
253,885
260,884
278,883
291,882
309,879
320,879
325,878
334,878
350,879
439,892
560,901
681,902
808,902
930,899
1018,896
1087,893
1153,891
1207,885
1252,880
1288,875
1348,868
1416,861
1465,856
1507,850
1526,847
1558,841
1588,837
1620,833
1646,829
1653,828
1653,828
1653,828
1653,828
1653,828
1653,828
1635,823
1552,821
1429,823
1275,829
1054,836
799,837
643,838
534,831
439,822
342,813
245,810
176,809
165,809
165,809
165,809
165,809
186,809
239,804
332,798
448,795
606,789
703,787
754,786
764,785
769,784
773,783
775,783
779,782
783,782
806,805
837,830
917,842
1047,838
1126,829
1191,820
1253,811
1305,802
1371,790
1431,782
1464,777
1471,776
1473,776
1475,775
1475,775
1475,775
1475,775
1475,774
1453,769
1284,774
1007,793
645,821
489,833
393,843
288,852
241,855
199,859
175,861
140,865
64,873
4,880
0,880
0,880
0,880
27,875
163,860
299,854
434,850
540,846
626,842
732,837
892,819
1028,798
1108,782
1184,763
1243,748
1283,737
1326,726
1369,716
1421,705
1481,694
1512,688
1544,681
1604,668
1660,654
1719,637
1793,610
1819,600
1820,600
1820,600
1616,613
1322,656
1183,683
768,747
416,805
258,833
160,847
88,853
43,859
0,872
0,877
0,877
0,877
0,877
0,877
65,870
202,857
376,838
549,826
700,816
795,808
891,804
1000,798
1075,794
1147,790
1220,783
1297,773
1316,771
1319,771
1319,771
1319,771
1295,770
1192,776
1034,794
825,817
608,837
458,855
287,874
114,895
4,905
0,908
0,908
37,899
85,893
179,886
348,876
483,865
589,855
727,846
839,839
915,834
983,827
1036,822
1064,818
1067,817
1067,817
1067,817
1067,817
1069,817
1069,817
1069,817
